product_id,firm_id,city,year,quarter,share,price,sugar,mushy,outshare,mkt_mean_sugar,mkt_mean_mushy,z_rival_sugar,z_rival_mushy,z_own_sugar,z_own_mushy,haus_iv,delta_logit
2019,2,1,88,1,0.10004577,0.11087895,13,0,0.5552245249999999,8.625,0.3333333333333333,8.866666666666667,0.3333333333333333,8.216568047337278,0.3337278106508876,0.1326337423478261,-1.7137448002124809
2026,2,1,88,1,0.01323389,0.12810806,13,0,0.5552245249999999,8.625,0.3333333333333333,8.866666666666667,0.3333333333333333,8.216568047337278,0.3337278106508876,0.13188465060869567,-3.7365916178563867
2028,2,1,88,1,0.023642543,0.17482731,16,1,0.5552245249999999,8.625,0.3333333333333333,8.866666666666667,0.3333333333333333,8.21301775147929,0.33254437869822484,0.12985337886956524,-3.15632482282341
2040,2,1,88,1,0.008661958,0.13363731,10,0,0.5552245249999999,8.625,0.3333333333333333,8.866666666666667,0.3333333333333333,8.220118343195267,0.3337278106508876,0.13164424843478262,-4.160431787471918
2048,2,1,88,1,0.0026994809999999997,0.14741729,3,0,0.5552245249999999,8.625,0.3333333333333333,8.866666666666667,0.3333333333333333,8.228402366863905,0.3337278106508876,0.13104511886956524,-5.326313049176877
3006,3,1,88,1,0.018943045,0.10980325,20,1,0.5552245249999999,8.625,0.3333333333333333,8.181818181818182,0.3181818181818182,13.46524064171123,0.49732620320855614,0.13268051191304348,-3.377935735796862
3014,3,1,88,1,0.01084592,0.13695975,7,0,0.5552245249999999,8.625,0.3333333333333333,8.181818181818182,0.3181818181818182,13.53475935828877,0.5026737967914439,0.13149979452173916,-3.93558360908736
4002,4,1,88,1,0.007849896,0.17512687,14,0,0.5552245249999999,8.625,0.3333333333333333,8.333333333333334,0.38095238095238093,10.654804270462634,0.0,0.12984035452173914,-4.258872298188965
4010,4,1,88,1,0.000731731,0.13566981,6,0,0.5552245249999999,8.625,0.3333333333333333,8.333333333333334,0.38095238095238093,10.683274021352313,0.0,0.13155587886956524,-6.631714900387152
4012,4,1,88,1,0.009490476999999999,0.13517243,12,0,0.5552245249999999,8.625,0.3333333333333333,8.333333333333334,0.38095238095238093,10.661921708185053,0.0,0.13157750408695654,-4.069083706694011
6018,6,1,88,1,0.046569942999999996,0.14282341,0,0,0.5552245249999999,8.625,0.3333333333333333,9.0,0.34782608695652173,0.0,0.0,0.1312448527826087,-2.4784172484582663
1004,1,3,88,1,0.002596455,0.08056967400000001,2,1,0.5851805590000001,8.625,0.3333333333333333,8.866666666666667,0.26666666666666666,8.229585798816569,0.4437869822485207,0.12785406860869566,-5.417773394343629
1006,1,3,88,1,0.076962671,0.10581852,18,1,0.5851805590000001,8.625,0.3333333333333333,8.866666666666667,0.26666666666666666,8.210650887573964,0.4437869822485207,0.1267562926956522,-2.0285999353769952
1007,1,3,88,1,0.026424878,0.11992618,4,1,0.5851805590000001,8.625,0.3333333333333333,8.866666666666667,0.26666666666666666,8.227218934911242,0.4437869822485207,0.12614291617391307,-3.097614532567621
1009,1,3,88,1,0.001603165,0.10178514,3,0,0.5851805590000001,8.625,0.3333333333333333,8.866666666666667,0.26666666666666666,8.228402366863905,0.44497041420118344,0.12693165704347828,-5.899940647140375
1011,1,3,88,1,0.003951556,0.20151993,12,0,0.5851805590000001,8.625,0.3333333333333333,8.866666666666667,0.26666666666666666,8.21775147928994,0.44497041420118344,0.12259536182608698,-4.997811022077197
1013,1,3,88,1,0.01240622,0.14597242,14,0,0.5851805590000001,8.625,0.3333333333333333,8.866666666666667,0.26666666666666666,8.215384615384615,0.44497041420118344,0.12501047095652176,-3.8537224877246317
1017,1,3,88,1,0.004583609000000001,0.13725153,3,1,0.5851805590000001,8.625,0.3333333333333333,8.866666666666667,0.26666666666666666,8.228402366863905,0.4437869822485207,0.12538964008695655,-4.8494337683828
1030,1,3,88,1,0.006171434,0.12448752,4,0,0.5851805590000001,8.625,0.3333333333333333,8.866666666666667,0.26666666666666666,8.227218934911242,0.44497041420118344,0.12594459704347827,-4.5519892216491575
1045,1,3,88,1,0.028987167,0.10138927,14,0,0.5851805590000001,8.625,0.3333333333333333,8.866666666666667,0.26666666666666666,8.215384615384615,0.44497041420118344,0.12694886878260872,-3.0050672326677055
2005,2,3,88,1,0.024340213,0.10555494,1,0,0.5851805590000001,8.625,0.3333333333333333,8.866666666666667,0.3333333333333333,8.23076923076923,0.3337278106508876,0.12676775269565219,-3.1797906089249444
2008,2,3,88,1,0.032212443,0.12446037,11,0,0.5851805590000001,8.625,0.3333333333333333,8.866666666666667,0.3333333333333333,8.218934911242604,0.3337278106508876,0.12594577747826088,-2.8995676409956515
2015,2,3,88,1,0.003593023,0.10935875,4,1,0.5851805590000001,8.625,0.3333333333333333,8.866666666666667,0.3333333333333333,8.227218934911242,0.33254437869822484,0.12660236965217392,-5.092926538026327
2016,2,3,88,1,0.042790459,0.12619276,3,1,0.5851805590000001,8.625,0.3333333333333333,8.866666666666667,0.3333333333333333,8.228402366863905,0.33254437869822484,0.12587045617391307,-2.6156052902966294
2019,2,3,88,1,0.005036872,0.11909179,13,0,0.5851805590000001,8.625,0.3333333333333333,8.866666666666667,0.3333333333333333,8.216568047337278,0.3337278106508876,0.12617919400000002,-4.755135192984086
2026,2,3,88,1,0.022667207999999998,0.11073154,13,0,0.5851805590000001,8.625,0.3333333333333333,8.866666666666667,0.3333333333333333,8.216568047337278,0.3337278106508876,0.1265426831304348,-3.2510011488973922
2028,2,3,88,1,0.054034478,0.14010658,16,1,0.5851805590000001,8.625,0.3333333333333333,8.866666666666667,0.3333333333333333,8.21301775147929,0.33254437869822484,0.1252655074782609,-2.3822981231699774
2040,2,3,88,1,0.001144077,0.12712556,10,0,0.5851805590000001,8.625,0.3333333333333333,8.866666666666667,0.3333333333333333,8.220118343195267,0.3337278106508876,0.12582989965217392,-6.237322249088298
2048,2,3,88,1,0.002203484,0.14183291,3,0,0.5851805590000001,8.625,0.3333333333333333,8.866666666666667,0.3333333333333333,8.228402366863905,0.3337278106508876,0.1251904496521739,-5.581880703375012
3006,3,3,88,1,0.003243002,0.14555389999999999,20,1,0.5851805590000001,8.625,0.3333333333333333,8.181818181818182,0.3181818181818182,13.46524064171123,0.49732620320855614,0.12502866747826089,-5.19542100343524
3014,3,3,88,1,0.015988527,0.18011969,7,0,0.5851805590000001,8.625,0.3333333333333333,8.181818181818182,0.3181818181818182,13.53475935828877,0.5026737967914439,0.12352580704347826,-3.60004904494565
4002,4,3,88,1,0.008164511,0.1413346,14,0,0.5851805590000001,8.625,0.3333333333333333,8.333333333333334,0.38095238095238093,10.654804270462634,0.0,0.12521211530434784,-4.2721236126176105
4010,4,3,88,1,0.00643678,0.10202795,6,0,0.5851805590000001,8.625,0.3333333333333333,8.333333333333334,0.38095238095238093,10.683274021352313,0.0,0.12692110008695653,-4.509892032398572
4012,4,3,88,1,0.027148812999999997,0.082049328,12,0,0.5851805590000001,8.625,0.3333333333333333,8.333333333333334,0.38095238095238093,10.661921708185053,0.0,0.12778973582608696,-3.0705871221226224
6018,6,3,88,1,0.002128396,0.14695239999999998,0,0,0.5851805590000001,8.625,0.3333333333333333,9.0,0.34782608695652173,0.0,0.0,0.1249678631304348,-5.616551803080828
1004,1,4,88,1,0.0016148570000000001,0.079872872,2,1,0.3314152239999999,8.625,0.3333333333333333,8.866666666666667,0.26666666666666666,8.229585798816569,0.4437869822485207,0.1224992558695652,-5.324125634517645
1006,1,4,88,1,0.013691136000000001,0.13603003,18,1,0.3314152239999999,8.625,0.3333333333333333,8.866666666666667,0.26666666666666666,8.210650887573964,0.4437869822485207,0.1200576403043478,-3.186623426245034
1007,1,4,88,1,0.008068834,0.11667133,4,1,0.3314152239999999,8.625,0.3333333333333333,8.866666666666667,0.26666666666666666,8.227218934911242,0.4437869822485207,0.12089932291304346,-3.715363056287198
1009,1,4,88,1,0.023214766,0.097505872,3,0,0.3314152239999999,8.625,0.3333333333333333,8.866666666666667,0.26666666666666666,8.228402366863905,0.44497041420118344,0.12173260369565216,-2.6585835006490646
1011,1,4,88,1,0.10528046,0.14330366,12,0,0.3314152239999999,8.625,0.3333333333333333,8.866666666666667,0.26666666666666666,8.21775147928994,0.44497041420118344,0.11974139552173912,-1.1467442055119197
1013,1,4,88,1,0.10408432,0.1038031,14,0,0.3314152239999999,8.625,0.3333333333333333,8.866666666666667,0.26666666666666666,8.215384615384615,0.44497041420118344,0.12145881117391304,-1.1581707025039802
1017,1,4,88,1,0.027772502999999997,0.12257928,3,1,0.3314152239999999,8.625,0.3333333333333333,8.866666666666667,0.26666666666666666,8.228402366863905,0.4437869822485207,0.12064245552173912,-2.4793256118860354
1030,1,4,88,1,0.004942296,0.11775147,4,0,0.3314152239999999,8.625,0.3333333333333333,8.866666666666667,0.26666666666666666,8.227218934911242,0.44497041420118344,0.12085236030434782,-4.205542041828054
1045,1,4,88,1,0.022149116,0.1014659,14,0,0.3314152239999999,8.625,0.3333333333333333,8.866666666666667,0.26666666666666666,8.215384615384615,0.44497041420118344,0.12156042856521738,-2.7055744563921085
2005,2,4,88,1,0.008620993,0.12302415,1,0,0.3314152239999999,8.625,0.3333333333333333,8.866666666666667,0.3333333333333333,8.23076923076923,0.3337278106508876,0.12062311334782608,-3.6491717671236046
2008,2,4,88,1,0.018973561,0.11396909,11,0,0.3314152239999999,8.625,0.3333333333333333,8.866666666666667,0.3333333333333333,8.218934911242604,0.3337278106508876,0.12101681160869564,-2.860325558601483
2015,2,4,88,1,0.004134840999999999,0.10343433,4,1,0.3314152239999999,8.625,0.3333333333333333,8.866666666666667,0.3333333333333333,8.227218934911242,0.33254437869822484,0.12147484465217391,-4.383923166880947
2016,2,4,88,1,0.023049213,0.13460786,3,1,0.3314152239999999,8.625,0.3333333333333333,8.866666666666667,0.3333333333333333,8.228402366863905,0.33254437869822484,0.12011947378260868,-2.665740416687555
2019,2,4,88,1,0.007240216999999999,0.13521846,13,0,0.3314152239999999,8.625,0.3333333333333333,8.866666666666667,0.3333333333333333,8.216568047337278,0.3337278106508876,0.12009292595652173,-3.823720864056141
2026,2,4,88,1,0.046323407999999996,0.12119156,13,0,0.3314152239999999,8.625,0.3333333333333333,8.866666666666667,0.3333333333333333,8.216568047337278,0.3337278106508876,0.12070279117391303,-1.9677246366925372
2028,2,4,88,1,0.005387795999999999,0.17149303,16,1,0.3314152239999999,8.625,0.3333333333333333,8.866666666666667,0.3333333333333333,8.21301775147929,0.33254437869822484,0.11851577073913042,-4.1192356464643245
2040,2,4,88,1,0.010260027,0.11676892,10,0,0.3314152239999999,8.625,0.3333333333333333,8.866666666666667,0.3333333333333333,8.220118343195267,0.3337278106508876,0.1208950798695652,-3.475116571062186
2048,2,4,88,1,0.010603423999999998,0.12875397,3,0,0.3314152239999999,8.625,0.3333333333333333,8.866666666666667,0.3333333333333333,8.228402366863905,0.3337278106508876,0.12037399073913042,-3.4421950745537107
3006,3,4,88,1,0.013104238999999998,0.13950752,20,1,0.3314152239999999,8.625,0.3333333333333333,8.181818181818182,0.3181818181818182,13.46524064171123,0.49732620320855614,0.11990644508695651,-3.230436276730165
3014,3,4,88,1,0.14667307,0.095878635,7,0,0.3314152239999999,8.625,0.3333333333333333,8.181818181818182,0.3181818181818182,13.53475935828877,0.5026737967914439,0.12180335313043476,-0.8151659459982177
4002,4,4,88,1,0.014202919,0.14748958,14,0,0.3314152239999999,8.625,0.3333333333333333,8.333333333333334,0.38095238095238093,10.654804270462634,0.0,0.11955939899999998,-3.1499245355180534
4010,4,4,88,1,0.017689694,0.09144463800000001,6,0,0.3314152239999999,8.625,0.3333333333333333,8.333333333333334,0.38095238095238093,10.683274021352313,0.0,0.12199613560869564,-2.9303898322666333
4012,4,4,88,1,0.02473704,0.10208255,12,0,0.3314152239999999,8.625,0.3333333333333333,8.333333333333334,0.38095238095238093,10.661921708185053,0.0,0.12153361769565216,-2.5950703268746294
6018,6,4,88,1,0.0067660459999999995,0.15350795,0,0,0.3314152239999999,8.625,0.3333333333333333,9.0,0.34782608695652173,0.0,0.0,0.11929773073913043,-3.891455173345509
1004,1,5,88,1,0.00162576,0.10356386,2,1,0.5756732839999998,8.625,0.3333333333333333,8.866666666666667,0.26666666666666666,8.229585798816569,0.4437869822485207,0.12566248182608697,-5.869564885735237
1006,1,5,88,1,0.034929121,0.10376182,18,1,0.5756732839999998,8.625,0.3333333333333333,8.866666666666667,0.26666666666666666,8.210650887573964,0.4437869822485207,0.12565387486956522,-2.8022193906035087
1007,1,5,88,1,0.001587651,0.13983321,4,1,0.5756732839999998,8.625,0.3333333333333333,8.866666666666667,0.26666666666666666,8.227218934911242,0.4437869822485207,0.1240855535652174,-5.8932847191191655
1009,1,5,88,1,0.021592492,0.068478045,3,0,0.5756732839999998,8.625,0.3333333333333333,8.866666666666667,0.26666666666666666,8.228402366863905,0.44497041420118344,0.12718795204347827,-3.283194622817452
1011,1,5,88,1,0.030860482,0.18041052,12,0,0.5756732839999998,8.625,0.3333333333333333,8.866666666666667,0.26666666666666666,8.21775147928994,0.44497041420118344,0.12232132269565217,-2.9260638187534562
1013,1,5,88,1,0.01132459,0.14900863,14,0,0.5756732839999998,8.625,0.3333333333333333,8.866666666666667,0.26666666666666666,8.215384615384615,0.44497041420118344,0.12368662226086957,-3.9285638168674284
1017,1,5,88,1,0.04187873,0.11021220000000001,3,1,0.5756732839999998,8.625,0.3333333333333333,8.866666666666667,0.26666666666666666,8.228402366863905,0.4437869822485207,0.12537342356521738,-2.6207622236854835
1030,1,5,88,1,0.005684485,0.11520627,4,0,0.5756732839999998,8.625,0.3333333333333333,8.866666666666667,0.26666666666666666,8.227218934911242,0.44497041420118344,0.12515629008695653,-4.617799750661636
1045,1,5,88,1,0.010696717,0.13932531,14,0,0.5756732839999998,8.625,0.3333333333333333,8.866666666666667,0.26666666666666666,8.215384615384615,0.44497041420118344,0.12410763617391306,-3.985603412532349
2005,2,5,88,1,0.022578513999999997,0.12951589,1,0,0.5756732839999998,8.625,0.3333333333333333,8.866666666666667,0.3333333333333333,8.23076923076923,0.3337278106508876,0.12453413269565218,-3.2385415383864853
2008,2,5,88,1,0.068566423,0.09760589300000001,11,0,0.5756732839999998,8.625,0.3333333333333333,8.866666666666667,0.3333333333333333,8.218934911242604,0.3337278106508876,0.12592152386956523,-2.127737330225192
2015,2,5,88,1,0.001033766,0.10533156,4,1,0.5756732839999998,8.625,0.3333333333333333,8.866666666666667,0.3333333333333333,8.227218934911242,0.33254437869822484,0.12558562530434783,-6.322331839624696
2016,2,5,88,1,0.013231486,0.13751357,3,1,0.5756732839999998,8.625,0.3333333333333333,8.866666666666667,0.3333333333333333,8.228402366863905,0.33254437869822484,0.12418640747826087,-3.7729409921875305
2019,2,5,88,1,0.01555819,0.12788534,13,0,0.5756732839999998,8.625,0.3333333333333333,8.866666666666667,0.3333333333333333,8.216568047337278,0.3337278106508876,0.12460502617391303,-3.610953096414031
2026,2,5,88,1,0.013217538999999999,0.10956318,13,0,0.5756732839999998,8.625,0.3333333333333333,8.866666666666667,0.3333333333333333,8.216568047337278,0.3337278106508876,0.12540164182608696,-3.773995624733926
2028,2,5,88,1,0.009408647,0.19033102,16,1,0.5756732839999998,8.625,0.3333333333333333,8.866666666666667,0.3333333333333333,8.21301775147929,0.33254437869822484,0.12188999660869566,-4.113911124440531
2040,2,5,88,1,0.007889156,0.14559383,10,0,0.5756732839999998,8.625,0.3333333333333333,8.866666666666667,0.3333333333333333,8.220118343195267,0.3337278106508876,0.12383509182608696,-4.290051126203854
2048,2,5,88,1,0.00977143,0.097300161,3,0,0.5756732839999998,8.625,0.3333333333333333,8.866666666666667,0.3333333333333333,8.228402366863905,0.3337278106508876,0.12593481656521738,-4.07607746271866
3006,3,5,88,1,0.015416211,0.13449936,20,1,0.5756732839999998,8.625,0.3333333333333333,8.181818181818182,0.3181818181818182,13.46524064171123,0.49732620320855614,0.12431746008695653,-3.6201206663939125
3014,3,5,88,1,0.028194105,0.1359011,7,0,0.5756732839999998,8.625,0.3333333333333333,8.181818181818182,0.3181818181818182,13.53475935828877,0.5026737967914439,0.12425651486956522,-3.0164273709522345
4002,4,5,88,1,0.013362553000000001,0.13532647,14,0,0.5756732839999998,8.625,0.3333333333333333,8.333333333333334,0.38095238095238093,10.654804270462634,0.0,0.1242814987826087,-3.7630840418237064
4010,4,5,88,1,0.003087785,0.11243124,6,0,0.5756732839999998,8.625,0.3333333333333333,8.333333333333334,0.38095238095238093,10.683274021352313,0.0,0.1252769435652174,-5.22808627910436
4012,4,5,88,1,0.038453944,0.085088303,12,0,0.5756732839999998,8.625,0.3333333333333333,8.333333333333334,0.38095238095238093,10.661921708185053,0.0,0.12646576691304348,-2.706079019027019
6018,6,5,88,1,0.004376939,0.14011416,0,0,0.5756732839999998,8.625,0.3333333333333333,9.0,0.34782608695652173,0.0,0.0,0.12407333834782609,-4.879190662865204
1004,1,7,88,1,0.030436156000000002,0.074044796,2,1,0.405379359,8.625,0.3333333333333333,8.866666666666667,0.26666666666666666,8.229585798816569,0.4437869822485207,0.12405684582608699,-2.589192073765738
1006,1,7,88,1,0.036776956,0.11616856,18,1,0.405379359,8.625,0.3333333333333333,8.866666666666667,0.26666666666666666,8.210650887573964,0.4437869822485207,0.12222537782608697,-2.399951864195817
1007,1,7,88,1,0.008003826,0.12430066,4,1,0.405379359,8.625,0.3333333333333333,8.866666666666667,0.26666666666666666,8.227218934911242,0.4437869822485207,0.1218718082608696,-3.92490364022139
1009,1,7,88,1,0.009904489,0.11537604,3,0,0.405379359,8.625,0.3333333333333333,8.866666666666667,0.26666666666666666,8.228402366863905,0.44497041420118344,0.12225983521739132,-3.7118352288624523
1011,1,7,88,1,0.019817644,0.16166368,12,0,0.405379359,8.625,0.3333333333333333,8.866666666666667,0.26666666666666666,8.21775147928994,0.44497041420118344,0.1202473291304348,-3.0182506655683365
1013,1,7,88,1,0.004539955,0.11280127,14,0,0.405379359,8.625,0.3333333333333333,8.866666666666667,0.26666666666666666,8.215384615384615,0.44497041420118344,0.12237178173913046,-4.491906217466284
1017,1,7,88,1,0.083069215,0.10327086,3,1,0.405379359,8.625,0.3333333333333333,8.866666666666667,0.26666666666666666,8.228402366863905,0.4437869822485207,0.12278614739130438,-1.5851491416313768
1030,1,7,88,1,0.014325497,0.10087143,4,0,0.405379359,8.625,0.3333333333333333,8.866666666666667,0.26666666666666666,8.227218934911242,0.44497041420118344,0.12289047043478263,-3.3427823609873064
1045,1,7,88,1,0.011668903999999999,0.12975805,14,0,0.405379359,8.625,0.3333333333333333,8.866666666666667,0.26666666666666666,8.215384615384615,0.44497041420118344,0.12163453043478265,-3.547895791712059
2005,2,7,88,1,0.08206873599999999,0.09895168800000001,1,0,0.405379359,8.625,0.3333333333333333,8.866666666666667,0.3333333333333333,8.23076923076923,0.3337278106508876,0.1229739374782609,-1.5972661775396642
2008,2,7,88,1,0.09284951,0.074934933,11,0,0.405379359,8.625,0.3333333333333333,8.866666666666667,0.3333333333333333,8.218934911242604,0.3337278106508876,0.12401814421739132,-1.4738433071203798
2015,2,7,88,1,0.000931396,0.12929387,4,1,0.405379359,8.625,0.3333333333333333,8.866666666666667,0.3333333333333333,8.227218934911242,0.33254437869822484,0.12165471217391306,-6.075894060629491
2016,2,7,88,1,0.018097882,0.12096178,3,1,0.405379359,8.625,0.3333333333333333,8.866666666666667,0.3333333333333333,8.228402366863905,0.33254437869822484,0.12201697695652176,-3.109028402725923
2019,2,7,88,1,0.005674648000000001,0.14929807,13,0,0.405379359,8.625,0.3333333333333333,8.866666666666667,0.3333333333333333,8.216568047337278,0.3337278106508876,0.12078496434782612,-4.268814782564115
2026,2,7,88,1,0.004067901,0.14966272,13,0,0.405379359,8.625,0.3333333333333333,8.866666666666667,0.3333333333333333,8.216568047337278,0.3337278106508876,0.12076911000000004,-4.601696175969149
2028,2,7,88,1,0.004737074,0.1916648,16,1,0.405379359,8.625,0.3333333333333333,8.866666666666667,0.3333333333333333,8.21301775147929,0.33254437869822484,0.11894293260869569,-4.449403672055048
2040,2,7,88,1,0.006190504,0.17103268,10,0,0.405379359,8.625,0.3333333333333333,8.866666666666667,0.3333333333333333,8.220118343195267,0.3337278106508876,0.11983998130434785,-4.181806812546383
2048,2,7,88,1,0.006178187,0.13683187,3,0,0.405379359,8.625,0.3333333333333333,8.866666666666667,0.3333333333333333,8.228402366863905,0.3337278106508876,0.1213269730434783,-4.183798454842472
3006,3,7,88,1,0.012495077,0.083023272,20,1,0.405379359,8.625,0.3333333333333333,8.181818181818182,0.3181818181818182,13.46524064171123,0.49732620320855614,0.12366647730434785,-3.4794885908432303
3014,3,7,88,1,0.028089986,0.14456965,7,0,0.405379359,8.625,0.3333333333333333,8.181818181818182,0.3181818181818182,13.53475935828877,0.5026737967914439,0.120990547826087,-2.6694101748581227
4002,4,7,88,1,0.00766583,0.14225923,14,0,0.405379359,8.625,0.3333333333333333,8.333333333333334,0.38095238095238093,10.654804270462634,0.0,0.12109100086956524,-3.9680505267050457
4010,4,7,88,1,0.005094451,0.09287227099999999,6,0,0.405379359,8.625,0.3333333333333333,8.333333333333334,0.38095238095238093,10.683274021352313,0.0,0.12323825995652177,-4.37667140940592
4012,4,7,88,1,0.041812871,0.07448726,12,0,0.405379359,8.625,0.3333333333333333,8.333333333333334,0.38095238095238093,10.661921708185053,0.0,0.12403760826086958,-2.2716191067823677
6018,6,7,88,1,0.060123946,0.12925281,0,0,0.405379359,8.625,0.3333333333333333,9.0,0.34782608695652173,0.0,0.0,0.12165649739130437,-1.908415119449404
1004,1,8,88,1,0.002740977,0.1052256,2,1,0.5791514209999999,8.625,0.3333333333333333,8.866666666666667,0.26666666666666666,8.229585798816569,0.4437869822485207,0.13289522678260868,-5.353249538783828
1006,1,8,88,1,0.05954604,0.11134918,18,1,0.5791514209999999,8.625,0.3333333333333333,8.866666666666667,0.26666666666666666,8.210650887573964,0.4437869822485207,0.13262898417391303,-2.274814170121516
1007,1,8,88,1,0.005767624,0.10668833,4,1,0.5791514209999999,8.625,0.3333333333333333,8.866666666666667,0.26666666666666666,8.227218934911242,0.4437869822485207,0.13283162982608693,-4.609303754353209
1009,1,8,88,1,0.008838686,0.090519056,3,0,0.5791514209999999,8.625,0.3333333333333333,8.866666666666667,0.26666666666666666,8.228402366863905,0.44497041420118344,0.1335346417391304,-4.182425741903913
1011,1,8,88,1,0.076376019,0.13464303,12,0,0.5791514209999999,8.625,0.3333333333333333,8.866666666666667,0.26666666666666666,8.21775147928994,0.44497041420118344,0.1316162080869565,-2.025895205506184
1013,1,8,88,1,0.006436633000000001,0.12463231,14,0,0.5791514209999999,8.625,0.3333333333333333,8.866666666666667,0.26666666666666666,8.215384615384615,0.44497041420118344,0.13205145678260868,-4.499558387663041
1017,1,8,88,1,0.001855886,0.14409877,3,1,0.5791514209999999,8.625,0.3333333333333333,8.866666666666667,0.26666666666666666,8.228402366863905,0.4437869822485207,0.13120508895652172,-5.74320175490735
1030,1,8,88,1,0.005421404,0.14886003,4,0,0.5791514209999999,8.625,0.3333333333333333,8.866666666666667,0.26666666666666666,8.227218934911242,0.44497041420118344,0.1309980776521739,-4.671209142474392
1045,1,8,88,1,0.010089596,0.12332219,14,0,0.5791514209999999,8.625,0.3333333333333333,8.866666666666667,0.26666666666666666,8.215384615384615,0.44497041420118344,0.1321084185217391,-4.0500591710504334
2005,2,8,88,1,0.007958045,0.12611783,1,0,0.5791514209999999,8.625,0.3333333333333333,8.866666666666667,0.3333333333333333,8.23076923076923,0.3337278106508876,0.1319868689565217,-4.287380598295275
2008,2,8,88,1,0.018025285,0.13867717,11,0,0.5791514209999999,8.625,0.3333333333333333,8.866666666666667,0.3333333333333333,8.218934911242604,0.3337278106508876,0.13144081069565217,-3.469788470552025
2015,2,8,88,1,0.005155453,0.08670897699999999,4,1,0.5791514209999999,8.625,0.3333333333333333,8.866666666666667,0.3333333333333333,8.227218934911242,0.33254437869822484,0.13370029734782607,-4.721508975514374
2016,2,8,88,1,0.004085355,0.14797669,3,1,0.5791514209999999,8.625,0.3333333333333333,8.866666666666667,0.3333333333333333,8.228402366863905,0.33254437869822484,0.1310364837391304,-4.954155337130266
2019,2,8,88,1,0.056818922,0.11137969,13,0,0.5791514209999999,8.625,0.3333333333333333,8.866666666666667,0.3333333333333333,8.216568047337278,0.3337278106508876,0.13262765765217388,-2.3216945609179542
2026,2,8,88,1,0.011529972,0.152116,13,0,0.5791514209999999,8.625,0.3333333333333333,8.866666666666667,0.3333333333333333,8.216568047337278,0.3337278106508876,0.1308565137391304,-3.916614059140641
2028,2,8,88,1,0.02350158,0.22572767,16,1,0.5791514209999999,8.625,0.3333333333333333,8.866666666666667,0.3333333333333333,8.21301775147929,0.33254437869822484,0.12765600634782606,-3.2044963120385725
2040,2,8,88,1,0.004031366,0.16896886,10,0,0.5791514209999999,8.625,0.3333333333333333,8.866666666666667,0.3333333333333333,8.220118343195267,0.3337278106508876,0.13012378069565214,-4.967458688629386
